credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
715,France,Male,21,6,76467.16,1,Sim,Sim,173511.72,Nao
727,France,Female,26,9,121508.28,1,Sim,Sim,146785.44,Nao
559,Spain,Female,27,1,0,1,Nao,Sim,1050.33,Nao
545,Spain,Male,36,8,73211.12,2,Sim,Nao,89587.34,Sim
524,France,Male,22,9,0,2,Sim,Nao,74405.34,Nao
707,France,Female,55,1,0,2,Nao,Sim,54409.48,Nao
671,Spain,Male,38,0,92674.94,2,Sim,Nao,3647.57,Nao
439,Spain,Male,52,3,96196.24,4,Sim,Nao,198874.52,Sim
667,Germany,Female,36,1,114391.62,1,Sim,Sim,53412.54,Nao
831,Germany,Male,32,9,80262.66,1,Sim,Nao,194867.78,Nao
545,Spain,Female,33,7,173331.52,1,Sim,Nao,150452.88,Nao
604,Spain,Female,35,7,147285.52,1,Sim,Sim,57807.05,Nao
657,Spain,Male,67,5,119785.47,2,Sim,Sim,107534.32,Nao
487,Spain,Female,36,1,140137.15,1,Sim,Nao,194073.33,Nao
750,Germany,Female,52,6,107467.56,1,Sim,Nao,126233.18,Sim
694,Germany,Female,37,8,98218.04,2,Sim,Nao,182354.46,Sim
711,Germany,Female,35,2,133607.75,1,Sim,Sim,120586.32,Nao
551,France,Male,37,3,0,2,Sim,Sim,50578.4,Nao
559,France,Female,38,8,95139.41,1,Sim,Sim,86575.46,Nao
620,France,Female,29,3,0,2,Nao,Sim,153392.28,Nao
660,Spain,Male,42,5,0,2,Sim,Nao,115509.59,Nao
449,France,Female,37,6,0,2,Sim,Nao,82176.48,Nao
703,Germany,Female,26,1,97331.19,1,Sim,Nao,63717.49,Nao
795,Germany,Male,37,2,139265.63,2,Sim,Sim,198745.94,Nao
594,France,Female,31,9,0,1,Nao,Sim,5719.11,Nao
586,Spain,Male,34,5,168094.01,1,Nao,Nao,20058.61,Nao
613,Germany,Female,30,5,131563.88,2,Sim,Nao,170638.98,Nao
601,France,Male,44,3,0,2,Sim,Nao,30607.11,Nao
657,France,Male,50,9,0,2,Nao,Nao,37171.46,Nao
531,France,Male,31,3,0,1,Sim,Sim,42589.33,Nao
621,Germany,Male,47,7,107363.29,1,Sim,Sim,66799.28,Nao
782,France,Female,33,2,94493.03,1,Nao,Sim,101866.39,Nao
528,Germany,Female,29,9,170214.23,2,Sim,Nao,49284,Nao
696,France,Male,52,6,139781.06,1,Sim,Nao,27445.4,Sim
586,France,Female,35,7,0,2,Sim,Nao,70760.69,Nao
626,Spain,Female,26,8,148610.41,3,Nao,Sim,104502.02,Sim
498,France,Male,73,2,170241.7,2,Sim,Sim,165407.96,Nao
691,France,Female,33,1,128306.83,1,Sim,Sim,113580.79,Nao
568,France,Female,47,7,0,2,Sim,Sim,45978.39,Nao
715,France,Female,35,3,0,1,Sim,Sim,152012.36,Nao
680,Germany,Male,32,7,175454,1,Nao,Sim,77349.92,Nao
802,Spain,Male,41,6,0,2,Sim,Nao,47322.05,Nao
539,France,Female,22,0,100885.93,2,Sim,Sim,38772.65,Nao
494,France,Male,69,9,93320.8,1,Sim,Sim,24489.44,Nao
594,Germany,Male,38,6,63176.44,2,Sim,Sim,14466.08,Nao
596,France,Male,33,2,139451.67,1,Nao,Nao,63142.12,Nao
649,France,Female,52,8,49113.75,1,Sim,Nao,41858.43,Nao
699,Germany,Male,32,1,123906.22,3,Sim,Sim,127443.82,Sim
787,France,Female,40,6,0,2,Sim,Sim,84151.98,Nao
604,France,Male,28,7,0,2,Nao,Nao,58595.64,Nao
489,Germany,Female,52,1,131441.51,1,Sim,Nao,37240.11,Sim
651,France,Male,56,2,0,1,Sim,Nao,114522.68,Sim
698,France,Male,57,6,136325.48,2,Sim,Sim,72549.27,Sim
578,Germany,Female,38,4,113150.44,2,Sim,Nao,176712.59,Sim
538,Spain,Female,42,9,0,1,Nao,Nao,152855.96,Nao
696,France,Female,33,4,0,2,Sim,Sim,73371.65,Nao
507,Germany,Female,46,8,102785.16,1,Sim,Sim,70323.68,Nao
685,Spain,Male,34,6,83264.28,1,Nao,Nao,9663.28,Nao
705,Germany,Male,41,4,72252.64,2,Sim,Sim,142514.66,Nao
499,Germany,Female,29,6,148051.52,1,Sim,Nao,118623.94,Nao
717,France,Female,76,9,138489.66,1,Sim,Sim,68400.14,Nao
510,France,Male,63,8,0,2,Sim,Sim,115291.86,Nao
632,France,Male,32,6,111589.33,1,Sim,Sim,170382.99,Nao
668,Germany,Female,39,0,122104.79,1,Sim,Nao,112946.67,Sim
744,Germany,Male,32,4,96106.83,1,Sim,Sim,79812.77,Nao
663,Germany,Male,42,7,115930.87,1,Sim,Nao,19862.78,Nao
638,Germany,Female,37,7,124513.66,2,Sim,Nao,158610.89,Nao
688,France,Female,54,9,0,1,Sim,Nao,191212.63,Sim
588,Spain,Male,46,8,0,1,Sim,Nao,61931.21,Nao
631,France,Male,33,7,0,1,Sim,Sim,58043.02,Sim
687,Spain,Male,35,8,100988.39,2,Sim,Nao,22247.27,Nao
599,France,Male,44,10,118577.24,1,Sim,Sim,31448.52,Nao
718,Spain,Male,28,6,0,2,Sim,Nao,146875.86,Nao
730,France,Male,27,5,0,2,Sim,Sim,116081.93,Nao
533,France,Female,39,2,0,1,Nao,Sim,73669.94,Sim
711,Spain,Female,28,5,0,2,Sim,Sim,93959.96,Nao
555,Spain,Female,26,9,0,2,Nao,Sim,158918.03,Nao
850,France,Female,42,9,113311.11,1,Sim,Sim,198193.75,Nao
678,France,Female,41,9,0,1,Nao,Nao,13160.03,Nao
576,France,Male,32,7,0,2,Sim,Nao,4660.91,Nao
835,Germany,Male,20,4,124365.42,1,Nao,Nao,180197.74,Sim
592,France,Male,42,1,147249.29,2,Sim,Sim,63023.02,Nao
774,France,Male,36,7,103688.19,1,Nao,Sim,118971.74,Nao
620,France,Female,29,1,138740.24,2,Nao,Nao,154700.61,Nao
519,Spain,Male,39,4,111900.14,1,Sim,Sim,97577.17,Nao
734,Spain,Female,37,0,152760.24,1,Sim,Sim,48990.5,Nao
763,Germany,Male,31,7,143966.3,2,Sim,Sim,140262.96,Sim
733,France,Male,51,10,141556.96,1,Sim,Nao,130189.53,Nao
650,France,Female,43,6,0,2,Sim,Sim,16301.91,Nao
538,France,Female,33,5,0,2,Sim,Nao,126962.41,Nao
577,France,Female,46,1,0,1,Sim,Sim,158750.53,Nao
792,France,Male,30,8,0,2,Sim,Nao,199644.2,Nao
686,France,Female,41,10,0,1,Sim,Sim,144272.71,Sim
589,France,Male,29,2,0,2,Nao,Sim,98320.27,Nao
530,France,Male,25,9,162560.32,1,Sim,Nao,64129.03,Nao
778,Germany,Female,29,7,123229.46,1,Sim,Nao,181221.09,Nao
616,Spain,Male,31,7,76665.71,2,Sim,Sim,163809.08,Nao
550,France,Male,38,9,140278.99,3,Sim,Sim,171457.06,Sim
655,France,Female,51,3,0,2,Nao,Sim,15801.02,Nao
721,France,Male,46,1,115764.32,2,Nao,Nao,102950.79,Nao
499,Germany,Male,36,5,131142.53,2,Sim,Nao,174918.46,Nao
511,France,Male,45,5,68375.27,1,Sim,Nao,193160.25,Sim
579,Germany,Female,39,5,117833.3,3,Nao,Nao,5831,Sim
696,Spain,Female,36,7,0,2,Sim,Sim,82298.59,Nao
681,France,Male,34,7,0,2,Nao,Nao,130686.59,Nao
815,France,Male,45,7,0,1,Nao,Sim,52885.23,Sim
681,Spain,Male,30,2,111093.01,1,Sim,Nao,68985.99,Nao
641,Spain,Male,42,9,132657.55,1,Sim,Nao,35367.19,Nao
591,France,Female,56,9,128882.49,1,Sim,Sim,196241.94,Sim
565,Germany,Male,59,9,69129.59,1,Sim,Sim,170705.53,Nao
487,France,Male,37,6,0,2,Sim,Sim,126477.41,Nao
729,France,Male,39,4,121404.64,1,Sim,Sim,159618.17,Nao
505,Spain,Female,45,9,131355.3,3,Sim,Nao,195395.33,Sim
580,France,Female,35,1,102097.33,1,Nao,Sim,168285.85,Nao
642,France,Male,40,1,154863.15,1,Sim,Sim,138052.51,Nao
850,Spain,Female,41,3,99945.93,2,Sim,Nao,71179.31,Nao
616,Germany,Male,39,2,121704.32,2,Sim,Nao,55556.3,Nao
526,Spain,Female,43,3,0,2,Sim,Nao,31705.19,Nao
523,Germany,Male,35,8,138782.76,1,Sim,Sim,186118.93,Nao
663,France,Male,35,9,0,2,Sim,Sim,195580.28,Nao
840,France,Male,30,8,136291.71,1,Sim,Nao,54113.38,Nao
570,Germany,Male,42,0,107856.57,2,Sim,Nao,127528.84,Nao
676,Germany,Female,26,1,108348.66,1,Nao,Nao,60231.74,Sim
689,France,Male,47,1,93871.95,3,Sim,Nao,156878.42,Sim
703,Spain,Female,45,1,0,1,Sim,Nao,182784.11,Sim
491,Germany,Male,19,2,125860.2,1,Nao,Nao,129690.5,Nao
584,France,Male,49,8,172713.44,1,Sim,Nao,113860.81,Nao
810,France,Female,51,5,0,2,Nao,Sim,184524.74,Nao
745,Spain,Female,59,8,0,1,Sim,Sim,36124.98,Nao
625,France,Female,39,3,130786.92,1,Nao,Sim,121316.07,Nao
535,France,Female,29,2,112367.34,1,Sim,Nao,185630.76,Nao
729,Spain,Female,45,7,91091.06,2,Sim,Nao,71133.12,Nao
655,France,Female,26,7,106198.5,1,Nao,Sim,32020.42,Nao
751,France,Male,47,5,142669.93,2,Sim,Nao,162760.96,Nao
525,France,Male,33,1,112833.35,1,Nao,Sim,175178.56,Nao
532,France,Female,40,5,0,2,Nao,Sim,177099.71,Nao
696,Spain,Female,43,4,0,2,Sim,Sim,66406.37,Nao
786,Germany,Female,32,2,104336.43,2,Nao,Nao,59559.81,Nao
580,France,Male,55,6,104305.74,1,Nao,Sim,175750.21,Nao
596,Germany,Male,47,5,140187.1,2,Sim,Sim,174311.3,Nao
683,France,Male,39,4,0,2,Sim,Nao,171716.81,Nao
747,France,Female,45,1,114959.12,1,Sim,Nao,189362.39,Sim
602,France,Male,33,5,164704.38,1,Nao,Sim,180716.1,Sim
779,France,Male,62,10,119096.55,1,Nao,Sim,116977.89,Nao
551,France,Male,31,1,0,2,Sim,Sim,185105.44,Nao
666,France,Male,47,2,0,1,Sim,Nao,35046.97,Sim
526,Spain,Male,30,8,0,1,Sim,Nao,36251,Nao
849,France,Female,41,9,115465.28,1,Sim,Nao,103174.5,Nao
471,France,Female,27,4,0,2,Sim,Nao,122642.09,Nao
628,Spain,Male,43,3,184926.61,1,Sim,Nao,122937.57,Nao
674,Germany,Male,43,8,85957.88,2,Sim,Nao,8757.39,Nao
797,France,Male,32,10,114084.6,1,Nao,Sim,125782.29,Nao
590,Spain,Female,29,2,166930.76,2,Sim,Nao,122487.73,Nao
588,France,Female,27,8,0,1,Sim,Nao,20066.38,Nao
577,France,Male,29,7,0,2,Sim,Sim,55473.15,Nao
571,France,Female,38,6,107193.82,2,Nao,Nao,38962.94,Nao
680,France,Male,36,3,116275.12,1,Sim,Sim,63795.8,Nao
648,Spain,Female,27,7,0,2,Sim,Sim,163060.43,Nao
618,France,Male,39,2,91068.56,1,Sim,Nao,26578.69,Nao
648,Germany,Male,41,5,123049.21,1,Nao,Sim,5066.76,Nao
759,France,Female,39,6,0,2,Sim,Sim,140497.67,Nao
585,France,Male,40,7,0,2,Nao,Nao,146156.98,Nao
774,France,Female,42,3,137781.65,1,Nao,Nao,199316.19,Nao
697,Germany,Female,48,2,108128.96,2,Sim,Sim,103944.37,Nao
605,Spain,Male,39,10,105317.73,2,Sim,Nao,138021.36,Nao
676,France,Male,20,1,80569.73,1,Nao,Nao,68621.98,Nao
678,France,Female,22,4,174852.89,1,Sim,Sim,28149.06,Nao
495,Spain,Female,45,3,89158.94,3,Sim,Nao,135169.76,Sim
787,France,Female,85,10,0,2,Sim,Sim,116537.96,Nao
770,France,Male,36,2,89800.14,1,Sim,Sim,105922.69,Nao
817,Germany,Male,45,9,101207.75,1,Nao,Nao,88211.12,Sim
659,France,Male,43,1,106086.42,2,Sim,Nao,26900.63,Nao
693,France,Male,21,1,0,2,Sim,Sim,3494.02,Nao
744,France,Male,47,9,0,2,Sim,Nao,113163.17,Nao
829,Spain,Female,26,8,101440.36,2,Sim,Sim,19324.5,Nao
716,France,Male,38,4,0,2,Sim,Nao,189678.7,Nao
671,France,Male,34,7,106603.74,2,Sim,Sim,26387.71,Nao
835,Germany,Female,29,10,130420.2,2,Nao,Nao,106276.55,Nao
636,France,Female,38,1,0,1,Sim,Nao,45015.38,Nao
649,Spain,Male,29,2,45022.23,1,Sim,Sim,173495.77,Nao
621,Germany,Male,27,1,74298.43,1,Sim,Sim,52581.96,Nao
658,Germany,Female,31,3,133003.03,1,Nao,Sim,146339.27,Sim
784,Spain,Male,48,7,0,2,Sim,Sim,182609.97,Nao
783,Spain,Female,37,1,136689.66,1,Sim,Nao,197890.65,Nao
615,France,Male,32,4,0,2,Sim,Sim,6225.63,Nao
791,France,Female,44,5,0,2,Sim,Sim,123977.86,Sim
762,France,Male,53,1,102520.37,1,Sim,Sim,170195.4,Nao
607,France,Male,35,2,0,2,Sim,Sim,114190.3,Nao
601,France,Female,34,5,0,2,Sim,Nao,27022.57,Nao
540,Spain,Male,67,1,88382.01,1,Nao,Sim,59457,Nao
812,France,Male,44,4,115049.15,2,Sim,Nao,165038.41,Nao
685,France,Male,58,1,104796.54,1,Sim,Sim,154181.41,Nao
680,France,Male,33,1,123082.08,1,Sim,Nao,134960.98,Nao
680,Spain,Female,58,8,0,2,Sim,Sim,65708.5,Nao
631,France,Female,33,8,0,2,Nao,Nao,117374.22,Nao
569,France,Female,43,7,0,2,Sim,Sim,77703.19,Nao
584,Germany,Male,33,3,88311.48,2,Sim,Sim,177651.38,Nao
582,France,Female,40,9,0,3,Sim,Sim,60954.45,Nao
609,France,Male,32,7,71872.19,1,Sim,Sim,151924.9,Nao
506,Spain,Male,35,6,110046.93,2,Sim,Nao,26318.73,Nao
503,France,Male,42,8,104430.08,1,Sim,Sim,147557.71,Nao
503,France,Female,28,5,0,2,Sim,Nao,125918.17,Nao
806,Germany,Male,31,10,138653.51,1,Sim,Nao,190803.37,Nao
653,France,Female,31,7,102575.04,1,Sim,Sim,11043.54,Nao
666,France,Male,43,7,137780.74,2,Sim,Sim,119100.05,Sim
674,Spain,Male,32,2,0,2,Sim,Nao,140579.17,Nao
798,France,Male,32,7,0,2,Nao,Sim,37731.95,Nao
740,France,Female,30,8,105209.54,1,Sim,Nao,1852.58,Nao
531,Germany,Female,32,0,109570.21,2,Sim,Sim,172049.84,Nao
614,Germany,Female,44,6,118715.86,1,Sim,Nao,133591.11,Sim
556,France,Male,35,10,0,2,Sim,Sim,192751.18,Nao
678,Germany,Female,43,2,153393.18,2,Sim,Sim,193828.27,Nao
587,Germany,Male,33,6,132603.36,1,Sim,Nao,55775.72,Nao
527,Spain,Female,36,6,0,2,Sim,Sim,102280.29,Nao
757,Germany,Female,34,1,129398.01,2,Nao,Nao,44965.44,Nao
468,Spain,Male,28,3,0,2,Sim,Nao,170661.02,Nao
693,France,Male,29,2,151352.74,1,Nao,Nao,197145.89,Nao
483,France,Female,44,5,136836.49,1,Sim,Nao,192359.9,Sim
466,France,Male,40,4,91592.06,1,Sim,Nao,141210.18,Sim
770,France,Female,30,8,0,2,Sim,Nao,100557.03,Nao
734,France,Female,54,3,0,1,Sim,Nao,130805.54,Sim
716,France,Female,22,8,0,2,Sim,Sim,92606.98,Nao
439,France,Male,36,2,165536.28,2,Sim,Sim,123956.83,Nao
538,Germany,Male,25,5,62482.95,1,Sim,Sim,102758.43,Nao
743,France,Male,40,8,68155.59,1,Sim,Nao,94876.65,Nao
734,Spain,Female,43,3,55853.33,2,Nao,Sim,94811.85,Sim
656,France,Male,37,2,0,2,Nao,Sim,67840.81,Nao
666,France,Female,31,2,79589.43,1,Nao,Nao,4050.57,Nao
627,Spain,Male,41,5,100880.76,1,Nao,Sim,134665.25,Nao
480,Germany,Female,25,3,174330.35,2,Nao,Nao,181647.13,Nao
792,France,Male,19,7,143390.51,1,Sim,Nao,33282.84,Nao
613,Germany,Male,59,8,91415.76,1,Nao,Nao,27965,Sim
476,Germany,Male,30,3,134366.42,1,Sim,Nao,68343.53,Nao
539,France,Female,24,3,0,2,Sim,Sim,198161.07,Nao
696,Spain,Male,60,8,88786.81,1,Sim,Sim,196858.4,Nao
810,Germany,Male,35,3,96814.46,2,Sim,Sim,120511.03,Nao
763,Germany,Male,32,9,160680.41,1,Sim,Nao,30886.35,Nao
640,France,Female,29,3,0,2,Sim,Nao,2743.69,Nao
655,France,Female,47,10,0,2,Sim,Nao,167778.62,Nao
526,Germany,Male,31,5,145537.21,1,Sim,Nao,132404.64,Nao
678,France,Female,28,4,0,2,Sim,Sim,144423.17,Sim
554,France,Female,45,6,0,2,Sim,Sim,181204.5,Nao
597,Spain,Female,30,2,119370.11,1,Sim,Sim,182726.22,Sim
560,Spain,Female,28,1,0,2,Sim,Sim,120880.72,Nao
850,Germany,Female,47,10,134381.52,1,Nao,Nao,26812.89,Sim
546,Germany,Female,74,8,114888.74,2,Sim,Sim,66732.63,Sim
623,Germany,Male,42,1,149332.48,2,Sim,Nao,100834.22,Nao
698,France,Female,40,7,105061.74,3,Sim,Nao,107815.31,Sim
620,France,Male,32,7,0,2,Sim,Sim,34665.79,Nao
619,France,Female,40,10,0,1,Sim,Sim,147093.84,Sim
561,France,Male,21,4,0,1,Sim,Sim,36942.35,Nao
753,France,Female,39,7,155062.8,1,Sim,Sim,16460.77,Nao
721,Spain,Male,43,3,88798.34,1,Nao,Nao,45610.63,Nao
451,France,Male,33,6,0,2,Sim,Nao,184954.11,Nao
680,Germany,Female,51,5,143139.87,1,Nao,Nao,47795.43,Sim
590,Spain,Female,23,7,0,2,Sim,Nao,196789.9,Nao
634,Germany,Male,27,3,107027.52,1,Sim,Nao,173425.68,Nao
676,France,Male,29,4,140720.93,1,Sim,Nao,36221.18,Nao
642,France,Male,30,8,80964.57,2,Sim,Nao,174738.2,Nao
760,France,Male,39,6,178585.46,1,Sim,Nao,67131.3,Sim
736,Spain,Female,26,4,135889.13,1,Sim,Sim,165692.03,Nao
656,France,Male,43,7,134919.85,1,Sim,Nao,194691.95,Nao
776,Germany,Male,33,8,115130.34,1,Nao,Nao,129525.5,Sim
832,Spain,Female,34,6,138190.13,2,Nao,Sim,146511.2,Nao
631,Germany,Male,37,9,131519.49,2,Sim,Sim,51752.18,Nao
795,Spain,Female,56,5,0,1,Sim,Nao,35418.69,Sim
648,Germany,Female,39,3,126935.98,2,Nao,Sim,57995.74,Nao
615,France,Male,39,4,133707.09,1,Sim,Sim,108152.75,Nao
682,France,Female,27,1,97893.2,1,Sim,Nao,166144.98,Nao
694,France,Male,34,5,127900.03,1,Sim,Nao,101737.8,Nao
694,France,Male,37,10,143835.47,1,Nao,Sim,33326.71,Nao
607,France,Male,44,0,0,2,Sim,Sim,81140.09,Nao
664,France,Male,48,10,0,1,Sim,Nao,140173.17,Sim
756,France,Male,60,2,0,1,Sim,Sim,166513.49,Sim
645,France,Female,40,3,129596.77,1,Sim,Sim,103232.6,Nao
653,Spain,Male,30,4,0,2,Sim,Nao,120736.04,Nao
710,Germany,Female,24,2,110407.44,2,Nao,Nao,15832.43,Sim
697,France,Female,76,7,0,2,Nao,Sim,188772.45,Nao
619,Germany,Female,41,8,142015.76,2,Sim,Nao,114323.66,Nao
648,Spain,Male,55,1,81370.07,1,Nao,Sim,181534.04,Nao
482,Germany,Female,48,2,69329.47,1,Nao,Nao,102640.52,Sim
548,France,Female,28,8,116755.5,2,Sim,Sim,158585.17,Sim
752,Spain,Male,44,6,83870.33,1,Sim,Nao,178722.24,Nao
648,France,Female,39,6,130694.89,2,Sim,Sim,153955.38,Sim
643,Spain,Female,34,8,117451.47,1,Sim,Nao,65374.86,Nao
573,Germany,Female,35,9,206868.78,2,Nao,Sim,102986.15,Nao
686,France,Female,39,3,111695.62,1,Nao,Nao,136643.84,Nao
644,France,Female,40,9,137285.26,4,Sim,Nao,77063.63,Sim
702,France,Female,29,6,149218.39,1,Sim,Sim,9633.01,Nao
652,France,Male,51,7,0,2,Nao,Sim,43496.36,Nao
641,Spain,Male,32,7,0,2,Sim,Sim,24267.28,Nao
692,Germany,Female,41,8,130701.29,1,Sim,Nao,59354.24,Sim
574,Spain,Male,34,5,0,2,Nao,Nao,28269.86,Nao
643,France,Female,31,3,167949.48,1,Sim,Nao,143162.34,Nao
834,France,Male,23,4,131254.81,1,Sim,Nao,20199.3,Nao
591,France,Male,28,5,0,2,Sim,Sim,48606.92,Nao
470,Spain,Male,34,9,0,2,Nao,Sim,89013.67,Nao
608,Spain,Male,34,7,86656.13,1,Nao,Sim,59890.29,Nao
649,Germany,Female,37,8,114737.26,1,Sim,Sim,106655.88,Sim
665,France,Female,38,5,0,2,Sim,Nao,156439.56,Nao
651,France,Female,39,6,0,1,Sim,Nao,24176.44,Nao
555,Germany,Male,62,4,119817.33,1,Nao,Sim,43507.1,Sim
637,France,Female,48,7,130806.99,2,Sim,Sim,132005.85,Sim
675,France,Female,49,0,0,1,Sim,Sim,80496.71,Sim
677,Spain,Male,40,5,0,2,Sim,Nao,88947.56,Nao
850,Germany,Female,35,2,80931.75,1,Nao,Nao,12639.67,Sim
815,France,Female,56,3,0,3,Sim,Sim,94248.16,Sim
665,Germany,Male,32,1,132178.67,1,Nao,Nao,11865.76,Nao
485,France,Female,27,3,0,2,Sim,Nao,141449.86,Nao
577,Spain,Male,43,6,0,2,Sim,Sim,149457.81,Nao
586,France,Female,35,7,164769.02,3,Sim,Nao,119814.25,Sim
722,Germany,Male,29,1,107233.85,2,Sim,Nao,24924.92,Nao
528,France,Female,27,7,176227.07,2,Nao,Sim,139481.53,Nao
542,France,Female,39,4,109949.39,2,Sim,Sim,41268.65,Nao
552,France,Female,34,5,0,2,Sim,Sim,1351.41,Nao
678,France,Female,60,10,117738.81,1,Sim,Nao,147489.76,Sim
575,Spain,Female,37,9,133292.45,1,Sim,Nao,111175.09,Nao
669,France,Female,43,1,160474.59,1,Sim,Sim,95963.14,Nao
636,France,Male,43,6,0,2,Sim,Nao,43128.95,Nao
667,Germany,Male,55,9,154393.43,1,Sim,Sim,137674.96,Sim
652,Germany,Female,45,9,110827.49,1,Sim,Sim,153383.54,Sim
637,Germany,Female,36,10,145750.45,2,Sim,Sim,96660.76,Nao
516,Spain,Female,45,8,109044.3,1,Nao,Sim,115818.16,Nao
801,France,Female,32,4,75170.54,1,Sim,Sim,37898.5,Nao
692,France,Female,42,2,0,2,Sim,Nao,145222.93,Nao
585,France,Female,28,6,105795.9,1,Sim,Sim,41219.09,Nao
590,France,Male,32,5,0,2,Sim,Nao,59249.83,Nao
554,Spain,Male,66,8,0,2,Sim,Sim,116747.62,Nao
659,France,Female,49,1,0,1,Sim,Nao,116249.72,Sim
690,France,Female,26,3,118097.87,1,Sim,Nao,61257.83,Nao
697,Germany,Male,29,0,172693.54,1,Nao,Nao,141798.98,Nao
610,France,Male,36,4,129440.3,2,Sim,Nao,102638.35,Nao
599,Spain,Male,36,4,0,2,Nao,Nao,13210.56,Nao
544,France,Male,23,1,96471.2,1,Sim,Nao,35550.97,Nao
548,France,Female,46,1,0,1,Sim,Sim,104469.06,Sim
635,Spain,Male,24,4,140197.18,1,Sim,Sim,142935.83,Nao
722,France,Male,20,6,0,2,Sim,Nao,195486.28,Nao
564,France,Female,33,4,135946.26,1,Sim,Nao,63170,Nao
719,France,Male,69,3,0,2,Sim,Sim,58320.06,Nao
547,Germany,Male,50,3,81290.02,3,Nao,Sim,177747.03,Sim
850,France,Female,42,8,0,1,Sim,Nao,19632.64,Sim
515,Germany,Male,60,9,113715.36,1,Sim,Nao,18424.24,Sim
667,Spain,Male,56,2,168883.08,1,Nao,Sim,18897.78,Nao
607,Germany,Male,36,8,143421.74,1,Sim,Nao,97879.02,Nao
525,France,Male,26,7,153644.39,1,Sim,Sim,63197.88,Nao
606,Spain,Female,53,1,109330.06,1,Sim,Sim,75860.01,Nao
686,Germany,Female,27,1,115095.88,2,Nao,Nao,78622.46,Nao
611,France,Male,35,10,0,1,Sim,Sim,23598.23,Sim
827,Spain,Male,46,1,183276.32,1,Sim,Sim,13460.27,Nao
572,France,Male,33,9,68193.72,1,Sim,Nao,19998.31,Nao
726,France,Female,32,8,0,2,Nao,Nao,185075.63,Nao
579,Germany,Male,31,6,139729.54,1,Nao,Sim,135815.38,Nao
598,Spain,Female,56,4,98365.33,1,Sim,Sim,44251.33,Nao
663,France,Male,36,10,0,2,Sim,Nao,136349.55,Nao
505,Germany,Female,37,10,122453.97,2,Sim,Sim,52693.99,Nao
576,Germany,Male,30,7,132174.41,2,Nao,Nao,93767.03,Nao
555,Spain,Female,24,2,0,2,Nao,Sim,197866.55,Nao
524,France,Male,30,1,0,2,Sim,Nao,126812.85,Nao
776,Spain,Male,39,2,104349.45,1,Nao,Nao,79503.05,Nao
645,Germany,Female,41,2,138881.04,1,Sim,Nao,129936.53,Sim
850,Germany,Female,32,0,116968.91,1,Nao,Nao,175094.62,Nao
603,Germany,Male,35,1,105346.03,2,Sim,Sim,130379.5,Nao
691,France,Male,26,9,136623.19,1,Sim,Nao,153228,Nao
583,France,Female,29,10,0,2,Sim,Sim,111285.85,Nao
584,France,Female,66,5,0,1,Sim,Nao,49553.38,Sim
679,France,Female,33,6,0,2,Sim,Sim,98015.85,Nao
646,France,Male,36,6,124445.52,1,Sim,Nao,88481.32,Nao
559,France,Female,34,5,68999.66,2,Sim,Sim,66879.27,Nao
595,Spain,Male,36,6,85768.42,1,Sim,Sim,24802.77,Nao
527,France,Male,47,1,0,1,Sim,Nao,21312.16,Sim
684,Spain,Male,34,9,100628,2,Sim,Sim,190263.78,Nao
673,Spain,Female,32,0,0,1,Sim,Sim,72873.33,Nao
802,Spain,Male,38,7,0,2,Nao,Sim,57764.65,Nao
675,France,Male,54,6,0,1,Sim,Nao,110273.84,Sim
762,Spain,Female,19,6,0,2,Sim,Nao,55500.17,Nao
580,France,Male,50,0,125647.36,1,Sim,Nao,57541.08,Sim
621,Germany,Female,31,8,100375.39,1,Sim,Sim,90384.26,Nao
411,France,Female,36,10,0,1,Nao,Nao,120694.35,Nao
815,France,Male,24,7,171922.72,1,Nao,Sim,178028.96,Nao
631,Germany,Female,32,2,146810.99,2,Sim,Sim,180990.29,Nao
514,Germany,Female,45,3,109032.23,1,Nao,Sim,155407.21,Sim
638,France,Male,57,6,0,1,Sim,Nao,33676.48,Sim
791,Spain,Male,25,7,0,1,Sim,Nao,89666.28,Nao
516,France,Male,35,5,128653.59,1,Sim,Nao,127558.26,Nao
734,France,Male,37,3,80387.81,1,Nao,Sim,77272.62,Nao
611,France,Male,58,8,0,2,Nao,Sim,107665.68,Sim
850,Germany,Male,43,0,108508.82,3,Sim,Nao,184044.8,Sim
641,France,Male,31,10,155978.17,1,Sim,Nao,91510.71,Nao
585,France,Female,38,5,0,1,Sim,Sim,87363.56,Nao
552,Germany,Male,50,4,121175.56,1,Sim,Nao,117505.07,Sim
507,France,Female,29,4,89349.47,2,Nao,Nao,180626.68,Nao
735,Spain,Male,38,7,86131.71,2,Nao,Nao,93478.96,Nao
707,France,Female,58,3,102346.86,1,Sim,Sim,114672.64,Nao
698,Germany,Female,36,7,121263.62,1,Sim,Sim,13387.88,Nao
841,France,Male,31,2,0,2,Sim,Nao,173240.52,Nao
688,Spain,Female,33,2,0,1,Nao,Nao,27557.18,Sim
614,France,Male,51,3,0,2,Sim,Sim,5552.37,Nao
511,Germany,Male,48,6,149726.08,1,Nao,Nao,88307.87,Sim
447,France,Male,43,2,0,2,Sim,Nao,33879.26,Sim
738,France,Male,35,5,161274.05,2,Sim,Nao,181429.87,Nao
422,France,Female,33,2,0,2,Sim,Nao,102655.31,Nao
